MatchID;Champ Name;win;effectiveHealAndShielding;largestKillingSpree;largestMultiKill;timeCCingOthers;totalDamageDealtToChampions;physicalDamageDealtToChampions;magicDamageDealtToChampions;trueDamageDealtToChampions;totalDamageDealt;physicalDamageDealt;magicDamageDealt;trueDamageDealt;damageDealtToTurrets;damageDealtToObjectives;totalHeal;totalDamageTaken;physicalDamageTaken;magicDamageTaken;trueDamageTaken;damageSelfMitigated;goldSpent;totalMinionsKilled;neutralMinionsKilled;visionScore;wardsPlaced;wardsKilled;visionWardsBoughtInGame;turretKills;inhibitorKills
EUW1_7217415252;Camille;1;0.0;6;2;27;21071;16282;418;4370;33743;25574;418;7750;1362;2555;6143;28497;15816;10857;1822;23456;9825;18;2;83;35;6;3;0;0
EUW1_7217359006;KSante;1;601.051025390625;3;1;59;26009;19974;4316;1718;118919;99796;8033;11089;3273;4139;11826;38118;23500;10270;4347;56247;8600;179;0;11;5;2;0;1;0
EUW1_7217359006;Kindred;1;2816.70751953125;8;2;13;27563;22796;2998;1768;258960;173888;25357;59714;8930;71286;15717;23938;14965;6922;2049;12697;12800;26;156;30;6;7;4;3;0
EUW1_7217359006;Sylas;1;0.0;3;1;25;24444;115;23087;1242;115081;7580;103781;3719;7232;7528;9068;35632;14998;15120;5513;23280;11650;161;0;10;3;0;0;1;0
EUW1_7217359006;Ashe;1;0.0;3;2;61;24304;21541;2295;468;119543;113698;3053;2792;5420;18783;5534;20275;12175;5849;2250;10755;9750;177;2;23;8;4;0;2;1
EUW1_7217359006;Lulu;1;13560.947265625;0;1;44;7912;1218;6635;58;20474;2541;15663;2269;1588;2772;7957;15682;10126;4252;1304;7131;6350;18;0;79;36;7;7;2;0
EUW1_7217359006;Ambessa;0;0.0;0;1;11;19236;16778;1030;1426;108704;102763;1030;4909;3170;3170;3988;28784;22596;4988;1200;34673;8475;171;0;18;9;1;1;2;0
EUW1_7217359006;Morgana;0;660.5869140625;0;0;60;18547;1003;16195;1348;197942;15351;131470;51119;0;7060;16194;28650;18477;9102;1071;15449;8300;32;142;30;4;7;0;0;0
EUW1_7217359006;Ahri;0;0.0;0;1;26;22659;2920;13017;6722;118495;14081;63014;41400;1972;2545;5489;22446;8959;12441;1044;10127;9175;192;0;26;11;4;3;0;0
EUW1_7217359006;Corki;0;0.0;5;2;7;38569;26987;6593;4987;134508;72632;50166;11709;1549;6143;4674;24287;14169;9263;854;15316;13508;148;5;17;6;3;0;0;0
EUW1_7217359006;Nautilus;0;2281.196044921875;0;0;62;7145;2428;3736;980;13117;4260;6558;2298;0;496;1337;27608;20470;6054;1083;35905;5825;18;0;62;32;3;7;0;0
EUW1_7217309205;Aatrox;0;0.0;0;1;19;14877;12366;2511;0;98278;91498;6780;0;0;0;5822;30584;20069;9742;773;23108;8000;156;0;22;10;0;2;0;0
EUW1_7217309205;MasterYi;0;0.0;2;2;6;14192;10175;725;3292;154436;99435;2547;52453;0;5536;11551;27622;22703;4214;704;21036;9475;21;122;19;1;6;0;0;0
EUW1_7217309205;Syndra;0;0.0;4;1;28;21016;847;18066;2101;128157;10876;110129;7152;1354;3116;0;11841;7993;3751;96;6486;11075;209;0;23;10;3;1;0;0
EUW1_7217309205;Ziggs;0;0.0;0;1;19;16728;617;16110;0;121514;7057;112417;2038;4681;5046;0;19565;9639;9667;257;8966;8660;179;0;9;7;0;0;2;0
EUW1_7217309205;Nami;0;8374.591796875;0;1;15;4795;727;4068;0;12489;3943;7117;1428;0;141;8851;8277;4024;4253;0;3475;6000;23;0;58;30;7;0;0;0
EUW1_7217309205;Gragas;1;0.0;4;2;44;24661;2747;21879;34;178273;13376;161696;3199;10248;10739;11147;29909;18518;10460;931;20773;9975;209;5;18;6;5;3;4;2
EUW1_7217309205;LeeSin;1;1386.218017578125;3;2;14;14928;12570;1580;777;223881;112278;31082;80519;3036;51884;17425;29506;18372;9564;1569;30248;9950;12;151;27;13;2;6;0;0
EUW1_7217309205;Yasuo;1;0.0;3;1;12;9312;8815;292;203;169649;136014;12843;20790;8904;22271;3812;17722;9380;7594;746;22632;10775;196;5;22;10;2;2;2;0
EUW1_7217309205;Draven;1;0.0;3;1;6;22694;21952;158;584;189253;180589;526;8138;7746;17034;5433;16019;5781;9643;595;13260;10325;215;8;8;7;1;0;4;1
EUW1_7217309205;Lulu;1;9891.943359375;2;1;24;6855;1096;5526;232;25749;4041;15623;6084;1747;10689;6162;14228;5708;6969;1550;7498;6200;12;0;50;23;5;2;1;0
EUW1_7217246070;Jax;1;0.0;2;2;14;16800;8715;7832;252;148505;93483;52683;2338;5102;7307;4183;30258;15518;14116;622;22502;10033;225;1;17;12;0;0;1;1
EUW1_7217246070;Graves;1;0.0;3;2;17;16059;13665;698;1695;321222;244661;2305;74254;3140;44982;9652;29686;21788;7142;756;21557;14400;20;208;44;7;6;6;1;0
EUW1_7217246070;Neeko;1;0.0;3;2;40;26160;1530;24630;0;166758;16740;132834;17184;4982;4982;1905;25260;11498;13182;578;11806;11575;220;0;28;12;4;3;2;0
EUW1_7217246070;Aphelios;1;675.0000610351562;5;2;16;31119;28502;2146;470;290839;258947;8307;23584;14089;31213;5418;11998;7506;4228;264;10098;14125;300;11;26;10;9;1;3;0
EUW1_7217246070;Lulu;1;5493.5791015625;0;1;24;6713;1142;5570;0;37197;7390;23880;5926;981;3972;1673;15644;9051;6184;408;5298;8125;26;0;93;42;5;9;1;0
EUW1_7217246070;Gragas;0;0.0;3;1;40;22213;1523;20689;0;207561;19158;187738;664;4588;8745;7257;28026;16567;11317;140;22640;14975;263;4;22;6;6;1;1;0
EUW1_7217246070;Talon;0;0.0;6;1;7;20748;20010;129;608;324069;253293;129;70643;799;21494;18013;41608;30617;9636;1355;23901;12725;24;214;28;5;4;3;1;0
EUW1_7217246070;Syndra;0;0.0;3;1;33;18051;456;17266;328;201398;13015;181969;6413;497;2948;666;15973;4981;10758;233;4767;12925;258;8;15;8;2;1;0;0
EUW1_7217246070;Jinx;0;0.0;2;1;17;19306;17530;401;1374;239845;220606;541;18697;4075;16470;3427;26194;16406;9346;440;12349;13225;259;24;24;13;5;3;2;0
EUW1_7217246070;Soraka;0;22623.154296875;0;1;33;5664;517;4827;319;16236;3179;10625;2431;0;530;24296;14878;9852;4777;248;3803;7250;33;0;113;54;15;8;0;0
EUW1_7216379623;Neeko;1;0.0;2;1;16;9656;1794;7692;170;59380;8648;49829;902;3571;3571;440;8809;5844;2797;167;3806;5625;105;0;15;6;0;3;1;0
EUW1_7216379623;Vi;1;0.0;3;1;13;6954;6398;0;556;124777;85698;0;39078;53;24131;9450;18106;9996;7787;321;15196;4425;4;98;11;3;3;0;0;0
EUW1_7216379623;Aurora;1;0.0;5;2;4;16318;3272;13046;0;78954;13698;62170;3086;3955;3955;3145;15595;10239;4240;1115;6222;6325;127;0;14;8;0;3;1;0
EUW1_7216379623;Ashe;1;0.0;3;1;19;8316;6779;1449;88;69448;51125;9202;9120;2246;3023;818;9056;3464;5592;0;5892;5900;131;0;17;7;3;2;0;0
EUW1_7216379623;Lulu;1;2563.0166015625;0;1;19;5184;951;4232;0;12886;2541;9737;607;192;1165;1043;6886;3561;3170;155;3909;4125;10;0;34;14;4;5;0;0
EUW1_7216379623;Irelia;0;0.0;0;1;4;5315;4042;1272;0;56541;47729;7115;1696;194;681;1719;12128;4768;7249;110;7717;4425;111;2;5;3;0;0;0;0
EUW1_7216379623;Karthus;0;0.0;0;1;15;10073;463;8670;939;98240;3148;66663;28428;0;8328;7387;18124;11829;5584;710;6522;4500;8;87;11;5;0;2;0;0
EUW1_7216379623;Ziggs;0;0.0;2;1;10;9742;680;9062;0;66617;3716;61556;1343;3297;3539;71;10027;7477;2225;323;3905;6850;117;0;8;5;1;0;1;0
EUW1_7216379623;Yone;0;0.0;0;1;12;8989;6035;1958;994;51305;43233;6886;1186;570;731;1628;15254;4637;10616;0;10785;5100;100;0;8;6;1;2;0;0
EUW1_7216379623;Nautilus;0;0.0;0;1;21;2958;1126;1550;282;8185;2791;2982;2410;0;447;0;6587;3941;2519;125;5529;3275;11;0;24;12;0;3;0;0
EUW1_7214976049;Sett;0;0.0;2;1;35;26153;19958;0;6195;136431;121315;0;15116;5762;8757;3618;42958;22383;19982;593;39017;10725;156;0;17;5;1;1;1;0
EUW1_7214976049;Skarner;0;0.0;2;1;59;26281;17431;7314;1536;195778;87035;34484;74258;430;34261;16728;51473;34326;15797;1350;69833;10950;26;120;29;9;4;8;0;0
EUW1_7214976049;Sylas;0;0.0;6;2;27;22168;985;19712;1470;125256;6086;114075;5093;4601;9694;3771;34645;20078;13896;670;23549;13350;176;0;28;5;3;4;3;0
EUW1_7214976049;KogMaw;0;0.0;3;2;18;31953;2659;26534;2759;167389;13003;137799;16586;1361;9373;500;26743;12052;13748;943;14298;11525;187;7;12;9;1;1;0;0
EUW1_7214976049;Pyke;0;0.0;2;2;26;7603;5240;0;2362;15567;11406;0;4160;470;819;3178;22249;11268;10159;821;11265;8025;39;0;106;35;24;10;1;0
EUW1_7214976049;Gragas;1;0.0;9;2;62;40405;2953;36989;462;181960;13250;163485;5225;10423;11319;13530;36525;20735;10908;4882;27862;15200;215;0;11;2;2;2;3;1
EUW1_7214976049;XinZhao;1;0.0;3;1;33;27582;23567;2655;1360;237692;153135;12016;72540;0;20466;19804;41717;26442;12675;2599;37379;9550;20;151;22;7;2;4;0;0
EUW1_7214976049;Fizz;1;600.75;3;2;15;23665;2289;19444;1931;163917;24473;127449;11994;10858;11722;1941;20473;11333;7497;1642;12778;11425;219;4;29;7;2;3;4;1
EUW1_7214976049;Caitlyn;1;0.0;7;2;17;42333;40045;1690;596;201713;197836;2280;1596;8225;22271;4601;26747;9245;13845;3656;12559;15360;203;4;9;7;3;0;4;0
EUW1_7214976049;Nami;1;14648.8388671875;0;1;44;12523;1857;10649;16;26239;4872;17803;3563;749;1407;17620;19233;6833;10867;1532;6629;8500;29;0;113;65;14;2;0;1
EUW1_7214915780;Ahri;0;0.0;0;1;30;23539;2031;14694;6813;105956;12352;59098;34505;2255;2702;4489;22611;15046;7339;226;10347;8825;179;0;32;12;5;3;0;0
EUW1_7214915780;XinZhao;0;0.0;2;1;19;11302;9252;642;1408;189615;111521;7665;70428;4746;23132;19301;37437;27355;9796;285;23816;9200;13;136;25;6;2;4;1;0
EUW1_7214915780;Aurora;0;0.0;0;1;9;17969;1500;15404;1064;126429;16167;103116;7144;991;3548;3475;19699;12630;6894;174;10246;8930;179;0;16;8;1;2;1;0
EUW1_7214915780;Corki;0;0.0;3;2;2;23687;13594;6950;3142;152778;84534;49461;18782;634;7304;2457;19048;11540;7267;240;11760;10168;214;4;27;10;6;1;0;0
EUW1_7214915780;Nautilus;0;0.0;0;1;45;6576;2123;3988;464;13837;4903;5589;3345;0;629;453;25912;18142;7530;239;23675;6325;23;0;74;36;8;10;0;0
EUW1_7214915780;Jayce;1;0.0;3;1;14;22053;18548;3337;168;177064;156735;18566;1762;5989;9734;1790;17600;6329;7787;3484;12295;11050;224;8;30;10;4;2;1;0
EUW1_7214915780;Viego;1;0.0;3;1;25;22736;19930;2182;624;218242;161616;7053;49573;0;30349;21157;36305;22420;11417;2467;22971;9900;21;151;21;8;2;3;0;0
EUW1_7214915780;Kayle;1;2847.1201171875;9;4;11;24544;4914;19465;164;169385;36471;128656;4257;5154;8584;12420;18667;6808;10058;1800;6692;13175;202;17;31;8;4;1;1;0
EUW1_7214915780;Ashe;1;0.0;2;2;54;18702;16888;1639;175;93676;88429;1964;3283;2018;2428;1168;15946;6892;7169;1884;7042;8283;164;4;24;7;7;0;0;0
EUW1_7214915780;Braum;1;3421.438720703125;0;1;54;9774;1499;8241;33;14551;2842;9794;1914;0;0;4938;20612;9097;8257;3257;19294;6650;14;0;85;44;7;16;0;0
EUW1_7213775964;Jayce;0;0.0;2;1;16;22220;17334;4802;84;147371;122815;14237;10318;6127;6127;1034;26814;16222;10519;72;18160;10475;196;0;30;12;4;5;2;0
EUW1_7213775964;Rammus;0;222.05874633789062;0;1;39;15569;2183;13033;352;135187;16967;67900;50318;331;18727;8961;37238;17058;17768;2410;70553;8600;32;84;22;6;4;0;0;0
EUW1_7213775964;Orianna;0;559.6511840820312;3;2;18;12641;819;11821;0;104045;9998;93507;540;2372;2435;44;22165;6629;14975;560;8366;9125;189;0;18;8;5;1;1;0
EUW1_7213775964;Qiyana;0;0.0;3;1;17;16663;14869;1234;559;126612;111114;10745;4752;3260;3260;2108;17827;11503;5608;715;8843;9725;187;0;9;2;1;1;1;0
EUW1_7213775964;Senna;0;5082.46484375;2;1;34;19906;18509;844;552;45395;41781;1009;2604;443;3601;9866;18340;7640;10459;241;6513;9500;47;2;72;31;19;6;0;0
EUW1_7213775964;Irelia;1;0.0;4;1;17;27250;21306;5944;0;204074;176597;26992;484;9360;22726;16526;38776;28637;9893;245;33356;13175;223;6;14;8;1;0;2;1
EUW1_7213775964;Nidalee;1;5668.90869140625;3;1;7;19961;1366;15883;2711;252300;19862;162619;69818;3764;55539;34679;37123;25181;11773;168;18808;11125;21;174;55;21;11;7;3;0
EUW1_7213775964;Lux;1;4993.97021484375;8;1;38;29231;2217;27013;0;154446;13675;140492;278;6717;8850;2068;14001;8570;5089;341;9543;11325;195;3;23;12;2;5;3;1
EUW1_7213775964;Jhin;1;0.0;6;2;26;15858;15337;508;12;180565;177827;2557;180;6275;15670;6532;18001;10496;7119;385;9378;12425;223;8;18;7;2;1;2;0
EUW1_7213775964;Nautilus;1;1284.1162109375;2;2;85;14256;4349;8630;1276;26601;7904;14757;3939;206;1107;3293;23264;18490;4366;407;38566;7655;16;0;70;36;1;8;0;0
EUW1_7213722780;Ambessa;1;0.0;3;1;10;16137;16137;0;0;130561;129701;0;860;3515;10320;3570;13906;12788;797;320;20575;9225;170;10;14;8;0;0;1;0
EUW1_7213722780;LeeSin;1;522.8729858398438;0;1;12;10399;9188;1095;116;223401;113528;34287;75584;9843;45419;16351;22848;18108;4508;232;24606;9225;6;172;27;11;2;6;4;1
EUW1_7213722780;Ahri;1;0.0;4;2;23;25571;2571;16708;6292;155780;14289;87489;54001;8013;8593;5103;17195;12623;4268;304;8911;11000;205;0;13;8;0;0;2;0
EUW1_7213722780;Ashe;1;0.0;3;2;37;16011;14896;1063;52;123576;120609;1063;1904;2508;18620;1731;9911;4521;5293;96;5645;10350;208;0;21;6;6;0;1;0
EUW1_7213722780;Pyke;1;0.0;0;1;23;9157;8368;0;789;20989;17481;0;3507;335;1763;2957;10873;4968;5705;200;6207;6750;31;0;108;49;18;6;0;0
EUW1_7213722780;Riven;0;0.0;4;1;16;12013;11725;0;288;135363;128216;0;7147;2608;2608;4628;15584;9934;4058;1591;19945;9900;247;0;12;5;2;0;1;0
EUW1_7213722780;XinZhao;0;0.0;2;1;12;9761;8682;602;476;168078;112086;6772;49219;1982;19826;19101;36148;25484;8827;1837;17259;8100;12;113;23;6;8;4;1;0
EUW1_7213722780;Galio;0;437.3482971191406;0;1;26;8954;212;8741;0;67654;3708;63794;151;2702;3285;1020;20008;15760;2896;1351;19505;7100;129;0;8;3;1;0;0;0
EUW1_7213722780;Zeri;0;0.0;2;1;4;7060;5430;1302;328;103591;85636;11556;6396;115;2236;916;12329;8215;2723;1390;5443;7500;185;8;19;9;6;2;0;0
EUW1_7213722780;Lulu;0;5599.0849609375;0;1;38;5715;975;4679;60;16108;3110;12389;607;248;248;2814;17789;14221;2489;1078;7909;5825;24;0;45;27;10;5;0;0
EUW1_7213660707;Gragas;1;0.0;3;1;49;26979;2320;24461;198;203608;12525;190196;886;12712;12712;6852;31791;27284;1615;2891;26840;13000;256;0;9;5;1;0;5;0
EUW1_7213660707;Viego;1;0.0;2;2;19;19204;16821;1449;933;218164;163102;6893;48168;4344;7969;13199;31470;23399;7387;683;27823;11825;58;135;31;4;8;6;3;1
EUW1_7213660707;Ahri;1;0.0;3;1;27;17582;1955;12639;2987;109688;12344;62367;34975;2512;2512;3587;27479;22493;3859;1125;10857;8650;192;0;14;7;2;4;1;0
EUW1_7213660707;Xayah;1;0.0;0;1;13;16697;16469;0;228;114964;110992;261;3710;5417;5417;1775;16141;8908;6038;1195;6173;7950;192;0;26;10;4;2;0;0
EUW1_7213660707;Lulu;1;10707.26953125;0;1;52;11537;2055;9158;323;26786;5362;18802;2621;1091;1091;7126;19431;13037;5150;1242;8196;6725;21;0;65;31;2;9;0;0
EUW1_7213660707;Ambessa;0;0.0;0;1;10;20142;20142;0;0;160126;157621;0;2505;7961;7961;6781;30965;10585;19470;910;28383;9850;194;10;15;9;0;0;2;0
EUW1_7213660707;Zed;0;0.0;6;2;10;23146;19982;1316;1846;229714;137222;35955;56537;0;21713;14325;30367;21436;8501;429;17295;12075;14;156;31;5;6;4;0;0
EUW1_7213660707;Pyke;0;0.0;6;2;27;11571;8754;0;2817;21809;16543;0;5266;0;0;5065;19209;9474;8593;1141;10050;8900;37;0;89;41;11;3;0;0
EUW1_7213660707;Swain;0;0.0;0;1;45;16402;945;15456;0;130267;11466;118219;581;3964;4264;4813;18963;11097;6823;1042;10006;9500;205;0;12;8;1;1;1;0
EUW1_7213660707;Akshan;0;0.0;5;2;3;26174;20827;4872;474;143223;111117;30489;1616;1867;1867;1820;20484;12856;6481;1146;14407;12450;229;0;21;8;6;0;0;0
EUW1_7208925388;Azir;1;0.0;4;1;5;11654;240;11326;88;66749;5658;60196;895;2265;2265;1217;10806;2189;7541;1076;5179;6400;135;2;13;4;1;2;1;0
EUW1_7208925388;Shaco;1;0.0;5;1;10;5568;758;3580;1229;113631;17507;52147;43977;9;34933;9357;12933;10434;2058;440;5807;6550;10;88;13;3;2;0;0;0
EUW1_7208925388;Corki;1;0.0;4;2;0;16516;10719;3899;1897;84617;45361;25004;14251;5195;5195;2107;9464;3480;5929;54;4083;7858;127;0;6;4;0;1;1;0
EUW1_7208925388;Caitlyn;1;0.0;0;1;14;11431;8065;273;3093;56171;52488;273;3409;1431;2660;912;12690;6363;3209;3117;4111;6350;111;0;9;4;3;0;0;0
EUW1_7208925388;Renata;1;1937.3782958984375;2;1;15;3678;1352;2326;0;14589;3565;10401;621;0;2821;1339;6442;3646;2467;329;5246;4550;11;0;39;21;3;4;0;0
EUW1_7208925388;Vladimir;0;0.0;0;0;3;7174;659;6514;0;49300;8902;40397;0;1828;2169;8141;14455;9629;3126;1699;5300;4450;103;0;5;3;0;0;0;0
EUW1_7208925388;JarvanIV;0;0.0;3;2;6;5151;4440;394;316;96475;58231;4252;33992;0;3194;7009;15370;8297;6771;301;14686;5325;5;94;16;3;5;3;0;0
EUW1_7208925388;KogMaw;0;0.0;3;1;5;11202;906;8943;1352;71272;14479;51599;5193;2259;2259;0;8642;1522;6951;168;3530;6500;137;0;12;8;0;4;1;0
EUW1_7208925388;Ezreal;0;0.0;0;1;0;7577;5845;1732;0;48088;42528;4944;615;0;2926;771;10114;5865;3148;1100;4123;4383;121;0;5;2;2;0;0;0
EUW1_7208925388;Nautilus;0;274.47149658203125;0;1;25;4300;1436;2385;479;14796;5256;6505;3033;0;975;0;9880;6020;3556;303;12006;4675;27;0;26;10;6;3;0;0
EUW1_7208861442;Ambessa;0;0.0;0;1;15;20958;17914;535;2507;199215;195490;535;3189;2043;3995;5111;38590;28253;5717;4619;51416;12575;252;16;37;14;2;5;1;0
EUW1_7208861442;Elise;0;0.0;3;2;22;20802;1025;18501;1276;267661;24567;167696;75396;0;25004;16113;37240;24312;11570;1357;18377;13955;37;177;33;5;6;3;0;0
EUW1_7208861442;Zed;0;0.0;4;1;7;30787;26210;1486;3090;187533;163667;11084;12781;1503;1503;2949;30617;15676;12008;2932;19262;13225;211;8;15;6;1;3;0;0
EUW1_7208861442;Karthus;0;0.0;2;2;19;49377;692;47352;1332;193550;4270;187613;1666;2433;11600;3516;32361;19996;10329;2035;16573;13775;215;0;16;9;3;1;2;0
EUW1_7208861442;Rell;0;905.4769287109375;0;1;43;10745;2676;6391;1678;23950;5995;11709;6245;0;2220;2388;28899;20685;5897;2315;41294;8525;34;0;122;55;20;17;0;0
EUW1_7208861442;Renekton;1;0.0;3;2;41;32277;26134;4440;1702;212356;194055;12613;5687;7582;16579;16979;45889;26909;13139;5840;46844;15525;214;10;26;9;5;1;2;1
EUW1_7208861442;Graves;1;0.0;3;2;25;21820;17774;1075;2971;290242;224813;3590;61838;3031;38073;9483;32977;18850;12907;1219;19108;14425;29;166;36;8;8;7;3;0
EUW1_7208861442;Akali;1;0.0;4;2;1;25504;928;22285;2290;178809;13303;162166;3340;3880;6900;2892;27731;13400;12860;1470;13218;14250;243;4;15;2;4;0;2;0
EUW1_7208861442;Ezreal;1;0.0;7;2;7;35438;21520;12162;1755;237333;189443;30132;17757;7523;7523;10855;31879;11045;19959;874;14875;14488;256;5;17;12;1;3;2;1
EUW1_7208861442;Poppy;1;1900.99951171875;5;1;55;21691;16008;1969;3713;48404;38538;2618;7247;1822;4609;5854;33455;12623;19303;1528;33969;11100;54;0;124;61;10;4;1;0
EUW1_7208796588;Nautilus;1;0.0;0;1;81;19361;4244;14691;425;112448;30446;77987;4013;2998;5588;4560;32758;18119;13631;1007;57799;11650;164;0;47;19;7;8;1;0
EUW1_7208796588;Rengar;1;0.0;7;2;25;50336;47835;1476;1024;413677;338689;23374;51613;14308;95674;24662;49392;30857;17122;1411;26717;18150;51;199;33;1;12;0;2;1
EUW1_7208796588;Ahri;1;0.0;4;2;30;28089;2024;19730;6333;202823;15004;126892;60926;4717;6535;9002;38620;19126;18045;1448;18737;13100;232;0;24;13;3;2;2;0
EUW1_7208796588;Karthus;1;0.0;3;1;20;46197;486;44909;801;209605;4062;201392;4150;7017;22467;5259;37598;24877;10924;1796;18434;15665;211;8;28;11;0;1;3;0
EUW1_7208796588;Leona;1;4835.888671875;3;1;65;16987;5061;9590;2336;29690;9027;17305;3357;822;2308;10997;37092;18173;17411;1507;43247;11475;34;0;136;66;15;13;3;0
EUW1_7208796588;Aurora;0;0.0;5;1;15;37534;3264;32286;1983;154751;16025;136001;2725;535;535;6947;44574;21922;19599;3051;19711;15160;197;4;27;14;2;2;0;0
EUW1_7208796588;Graves;0;0.0;5;2;28;32754;28139;1020;3595;374341;308366;3912;62062;0;15536;11662;41065;19117;20319;1628;23939;18100;114;193;39;7;10;6;0;0
EUW1_7208796588;Malphite;0;0.0;2;1;40;23134;3858;18541;734;106000;37332;67756;910;488;1007;1668;33802;12420;18473;2908;21194;9350;142;0;16;12;0;0;0;0
EUW1_7208796588;Ezreal;0;0.0;3;1;1;37939;29405;8416;118;213042;170641;41985;416;3855;4447;4714;34026;10894;21415;1715;9583;14733;230;4;22;11;6;0;1;0
EUW1_7208796588;Lux;0;4206.6181640625;0;0;43;13501;1226;12274;0;37453;3169;33735;548;0;0;3217;21179;8476;11825;876;8578;8625;48;0;106;49;19;11;0;0
EUW1_7208463215;KSante;0;0.0;0;1;47;24805;20138;2658;2007;139562;128722;4933;5906;8836;8836;4305;33033;19181;8866;4984;44326;11325;208;0;18;8;1;1;4;0
EUW1_7208463215;Viego;0;0.0;4;3;22;18128;15982;1222;923;180954;125740;4210;51003;822;18931;13669;36350;24690;9060;2598;21395;11230;13;136;30;8;5;14;0;0
EUW1_7208463215;Aurora;0;0.0;3;3;9;22035;3204;17427;1404;140736;14206;119811;6719;2779;8658;3019;22318;9376;11014;1927;8228;10475;209;0;28;11;5;1;2;0
EUW1_7208463215;Ezreal;0;0.0;2;1;0;12765;9070;3532;162;148829;130376;16651;1802;4301;9771;2738;9081;5705;2913;462;4460;9633;241;4;25;10;5;2;1;0
